Database,ID,Source,Collection Terms,Description,Tags,Category_1,Category_2,Category_3,Event Name,Create Time,Count
Collect_yTK,616,yTK,#IranTalks,Political,,,,,Iran Nuclear Talks Debate,2015-04-02,"790,671"
Collect_yTK,617,yTK,#WorldAutismAwarenessDay,Community,,,,,World Autism Awareness Day,2015-04-02,"154,764"
Collect_yTK,618,yTK,GE Appliance Park,Fire,,,,,GE Appliances,2015-04-03,"12,058"
Collect_yTK,619,yTK,lunar eclipse ,Community,,,,,Lunar eclipse,2015-04-04,"1,804,355"
Collect_yTK,620,yTK,#RIPWalterScott,shooting,shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Walter Scott,2015-04-08,"16,599"
Collect_yTK,622,yTK,Walter Scott,"""  It was sited on the south bank of the River Tweed, and the building incorporated an old tower house""",/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Walter Scott,2015-04-08,"1,438,724"
Collect_yTK,623,yTK,#WalterScott,shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Walter Scott,2015-04-08,"626,805"
Collect_yTK,624,yTK,#BostonBombing,Bombing,Building,Building,,,Boston bombings,2015-04-08,"117,899"
Collect_yTK,625,yTK,#NPHWchat,Community,,,,,N&W,2015-04-08,"41,474"
Collect_yTK,626,yTK,#selma50,Community - Government - Civil rights,Building,Building,,,"Selma, Lord, Selma",2015-04-09,"35,244"
Collect_yTK,627,yTK,#fthood,shooting,,,,,Ft,2015-04-10,"94,136"
Collect_yTK,628,yTK,Ft. Hood,,Building,Building,,,Ft,2015-04-10,"1,469,490"
Collect_yTK,629,yTK,#PurpleHeart,"""The Purple Heart is a United States military decoration awarded in the name of the president to those wounded or killed while serving, on or after April 5, 1917, with the U""",War,War,,,Purple Heart,2015-04-10,"410,912"
Collect_yTK,630,yTK,#veterans,Community,War,War,,,Veteran,2015-04-10,"4,263,903"
Collect_yTK,631,yTK,Purple Heart ceremony,"""The Purple Heart is a United States military decoration awarded in the name of the president to those wounded or killed while serving, on or after April 5, 1917, with the U""",War,War,,,Purple Heart,2015-04-10,"57,347"
Collect_yTK,632,yTK,fairdale,tornado,,,,,Dale Don Dale,2015-04-10,"319,389"
Collect_yTK,633,yTK,obama castro,political,War,War,,,OBAMA,2015-04-11,"1,195,926"
Collect_yTK,634,yTK,#EricHarris,shooting,War,War,,,Eric Harris,2015-04-12,"116,395"
Collect_yTK,635,yTK,Jordan Spieth,Community - Win the Masters,War,War,,,Edward S. Jordan,2015-04-12,"1,144,849"
Collect_yTK,636,yTK,Wayne Community College,Shooting,/Disaster_Types/Manmade/Conflict_Based/School_Shooting,/Disaster_Types/Manmade/Conflict_Based/School_Shooting,,,Wayne Community College,2015-04-13,"37,038"
Collect_yTK,637,yTK,remember april 16 ,VT April 16 ,,,,,I'll Remember April,2015-04-13,"68,809"
Collect_yTK,638,yTK,#WeRemember,"VT April 16, but others too",/Disaster_Types/Manmade/Conflict_Based/School_Shooting,/Disaster_Types/Manmade/Conflict_Based/School_Shooting,,,WERE,2015-04-13,"1,063,796"
Collect_yTK,639,yTK,3.2 Mile Run VT,VT April 16 ,/Disaster_Types/Manmade/Conflict_Based/School_Shooting,/Disaster_Types/Manmade/Conflict_Based/School_Shooting,,,Mile run,2015-04-13,"1,761"
Collect_yTK,640,yTK,#BringBackOurGirls,Community,War,War,,,Bring Back...,2015-04-14,"1,375,767"
Collect_yTK,641,yTK,boat capsized,Ferry Sank,War,War,,,2018 Phuket boat capsizing,2015-04-19,"692,961"
Collect_yTK,642,yTK,#EarthDay,Community,War,War,,,Earth Day,2015-04-22,"906,269"
Collect_yTK,643,yTK,#FreddieGray,Community,War,War,,,Category:Death of Freddie Gray,2015-04-22,"1,021,511"
Collect_yTK,644,yTK,Calbuco Volcano,Volcano eruption,War,War,,,,2015-04-23,"418,599"
Collect_yTK,645,yTK,#MigrantLivesMatter,Community,War,War,,,,2015-04-23,"23,725"
Collect_yTK,646,yTK,#migrantcrisis,Community,,,,,Eurasian Migrant Crisis,2015-04-23,"1,280,658"
Collect_yTK,647,yTK,Nepal earthquake,Earthquake,War,War,,,Nepal earthquake,2015-04-25,"1,114,928"
Collect_yTK,648,yTK,#NepalEarthquake ,Earthquake,,,,,Nepal earthquake,2015-04-25,"400,435"
Collect_yTK,649,yTK,baltimore,"Protests, riots, fire",War,War,,,,2015-04-27,"4,466,468"
Collect_yTK,650,yTK,#BaltimoreRiots,Riots,,,,,Baltimore riots,2015-04-27,"151,534"
Collect_yTK,651,yTK,Yik Yak Virginia Tech,"statement appeared on Yik Yak which read ""Another 4.16 moment is going to happen tomorrow. Just a warning""",War,War,,,Virginia Tech,2015-04-29,"9,925"
Collect_yTK,652,yTK,#PhillyisBaltimore ,protests,,,,,Philly Phillies,2015-04-30,"5,722"
Collect_yTK,653,yTK,Marilyn Mosby,Maryland States Attorney announced Freddie Gray death was ruled a homicide,War,War,,,Marilyn Mosby,2015-05-01,"473,204"
Collect_yTK,654,yTK,Watergate collapse,Parking garage collapses at Watergate in DC,War,War,,,Watergate,2015-05-01,"28,240"
Collect_yTK,655,yTK,chernobyl fire,Fire,War,War,,,Chernobyl,2015-05-01,"54,007"
Collect_yTK,656,yTK,My Name Is Jamaal,Community,War,War,,,Jamaal,2015-05-06,"6,344"
Collect_yTK,657,yTK,#GE2015 ,Political,,,,,Ge Ge Pearson,2015-05-08,"916,387"
Collect_yTK,658,yTK,I-285 plane crash,plane crash,War,War,,,Plane Crash,2015-05-08,"5,743"
Collect_yTK,659,yTK,#TyphoonNoul,Typhoon Noul/Dodong,War,War,,,UL,2015-05-10,"1,887"
Collect_yTK,660,yTK,#Amtrak ,Train Derailment,,,,,Amtrak,2015-05-13,"759,266"
Collect_yTK,661,yTK,#Amtrak188,Train Derailment,War,War,,,Amtrak 188,2015-05-13,"38,643"
Collect_yTK,662,yTK,#Burundi,Political - Coup,War,War,,,Burundi,2015-05-13,"3,594,597"
Collect_yTK,663,yTK,House of representatives,Community - vote for abortion ban,War,War,,,House of representatives,2015-05-13,"2,651,029"
Collect_yTK,664,yTK,#DodongPH ,Typhoon Noul/Dodong,,,,,Do Dong-hyun,2015-05-13,"1,649"
Collect_yTK,665,yTK,california oil,Oil Spill,War,War,,,Standard Oil of California,2015-05-21,"1,085,504"
Collect_yTK,666,yTK,#MemorialDay,Community,War,War,,,Memorial Day,2015-05-25,"983,172"
Collect_yTK,667,yTK,houston flood,Flood,War,War,,,,2015-05-26,"610,916"
Collect_yTK,668,yTK,#houstonflood,Flood,,,,,,2015-05-26,"207,221"
Collect_yTK,669,yTK,#FIFAcorruption,Political,,,,,2015 FIFA corruption case,2015-05-28,"49,602"
Collect_yTK,670,yTK,#FIFACongress,Community,,,,,FIFA Congress,2015-05-29,"44,151"
Collect_yTK,671,yTK,Yangtze ship,Ship Sink in Yangtze River,War,War,,,Yangtze,2015-06-01,"35,888"
Collect_yTK,672,yTK,Sepp Blatter,Community,War,War,,,Sepp,2015-06-02,"785,695"
Collect_yTK,673,yTK,USA Freedom Act,Political,War,War,,,USA Freedom Act,2015-06-02,"226,469"
Collect_yTK,674,yTK,#TripleCrown,Community,War,War,,,Triple Crown,2015-06-07,"498,987"
Collect_yTK,675,yTK,#UCLfinal,Community,,,,,UCL,2015-06-07,"1,151,174"
Collect_yTK,676,yTK,ny prison break,Prison Break,War,War,,,Prison Break,2015-06-07,"58,252"
Collect_yTK,677,yTK,g7 summit,Political,War,War,,,G-20 Summit,2015-06-07,"464,793"
Collect_yTK,678,yTK,#G7Summit,Politics,War,War,,,G-20 Summit,2015-06-08,"165,328"
Collect_yTK,679,yTK,Tbilisi Flood,Flood,War,War,,,2015 Tbilisi flood,2015-06-17,"9,163"
Collect_yTK,680,yTK,South Carolina church shooting,Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Category:Mass shootings in South Carolina,2015-06-18,"179,453"
Collect_yTK,681,yTK,Charleston shooting,Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Charleston shooting,2015-06-18,"1,085,464"
Collect_yTK,682,yTK,#Charleston,Shooting,shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,CharlestoN,2015-06-18,"1,357,339"
Collect_yTK,683,yTK,#CharlestonShooting,Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Charleston shooting,2015-06-18,"370,066"
Collect_yTK,684,yTK,hate crime,Crime - shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Hate Crime,2015-06-23,"4,447,643"
Collect_yTK,685,yTK,Confederate Flag,Politics,War,War,,,,2015-06-24,"3,109,363"
Collect_yTK,686,yTK,#Obamacare,Obamacare approval,Government,War,,,Obama-care,2015-06-25,"2,936,497"
Collect_yTK,687,yTK,#Tunisia,gunmen attack beach in Tunisia,Shooting,/location/country/tunisia,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,Tunisia,2015-06-26,"1,307,514"
Collect_yTK,688,yTK,#SCOTUSMarriage,SCOTUS upholds same-sex marriage,,,,,SCOTUS,2015-06-26,"36,565"
Collect_yTK,689,yTK,#LoveWins,SCOTUS upholds same-sex marriage,Community,War,,,Love Wins,2015-06-26,"2,624,689"
Collect_yTK,690,yTK,#SCOTUS,SCOTUS upholds same-sex marriage,Community,War,,,SCOTUS,2015-06-26,"2,931,155"
Collect_yTK,691,yTK,Supreme Court,SCOTUS upholds same-sex marriage,Community,War,,,Supreme courts,2015-06-26,"5,051,471"
Collect_yTK,692,yTK,drug addiction recovery,Social Interactom,Community,War,,,Addiction recovery,2015-06-30,"538,104"
Collect_yTK,693,yTK,greece,Greece financial problem,Politics,War,,,,2015-06-30,"3,633,948"
Collect_yTK,694,yTK,#4thofJuly,July 4th ,Community,War,,,Template:User th-4,2015-07-01,"629,552"
Collect_yTK,695,yTK,#greekreferendum,Greece Bailout referendum,,,,,Greek referendum,2015-07-05,"15,164"
Collect_yTK,696,yTK,#USWNT,US World Cup Soccer,Community,War,,,File:Commentary on NT Use of OT.png,2015-07-06,"1,867,594"
Collect_yTK,697,yTK,#sevenseven,Memories of 7/7 terror attack ten years ago,Bombing,War,,,Seven of seven,2015-07-07,"38,060"
Collect_yTK,698,yTK,Zaria bomb,"Bomb attack in Zaria city, Nigeria",Bombing,War,,,,2015-07-07,"18,007"
Collect_yTK,699,yTK,#PrayForKorea,"North and South Korea exchanged fire, Aug 2015",War,War,,,Prayed,2015-08-23,"256,876"
Collect_yTK,700,yTK,wdbj7 shooting,"Virginia TV(WDBJ7) reporter, photographer killed in shooting during live interview (8/26/2015)",shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Gotha WD.7,2015-08-26,"55,659"
Collect_yTK,701,yTK,wdbj7 shooter,"Virginia TV(WDBJ7) reporter, photographer killed in shooting during live interview (8/26/2015)",shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Gotha WD.7,2015-08-26,"9,202"
Collect_yTK,702,yTK,#WDBJ,"Virginia TV(WDBJ7) reporter, photographer killed in shooting during live interview (8/26/2015)",shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Wd,2015-08-26,"52,981"
Collect_yTK,703,yTK,black lives matter,,War,War,,,,2015-09-08,"3,884,211"
Collect_yTK,704,yTK,blacklivesmatter,,Shooting,Shooting,,,,2015-09-08,"2,946,874"
Collect_yTK,705,yTK,#Mecca,Mecca Crane collapse,Shooting,Shooting,,,Mecca,2015-09-11,"776,552"
Collect_yTK,706,yTK,Paris,Paris shooting (by ISIS) Nov. 2015,Shooting,Shooting,,,Paris Paris,2015-11-19,"3,928,232"
Collect_yTK,707,yTK,Winter Storm Jonas,"1/21/2016 Winter Storm Jonas to Become Dangerous East Coast Snowstorm; Blizzard Watch for D.C., Baltimore, NYC",Shooting,Shooting,,,Winter Storm Jonas,2016-01-21,"74,095"
Collect_yTK,708,yTK,Zika Virus,outbreak of the Zika virus in Brazil,Health,Shooting,,,Zi-ka-wei,2016-02-01,"1,421,042"
Collect_yTK,709,yTK,@VTBigEvent,"VT BigEvent, http://vtbigevent.org, https://twitter.com/VTBigEvent",,,,,The Big Event,2016-02-01,"13,055"
Collect_yTK,710,yTK,#UtProsim,"VT BigEvent, http://vtbigevent.org, https://twitter.com/VTBigEvent",Community,Shooting,,,Rail Sim Pro,2016-02-01,"47,735"
Collect_yTK,711,yTK,@BOS311x,"formerly known as Citizens Connect, City of Boston",Shooting,Shooting,,,311,2016-02-02,"14,397"
Collect_yTK,712,yTK,Taiwan Earthquake,http://www.cnn.com/2016/02/06/asia/taiwan-earthquake/index.html,earthquake,Shooting,,,Category:Megathrust earthquakes in Taiwan,2016-02-07,"235,025"
Collect_yTK,713,yTK,Winter Storm Lexi,http://www.newsmax.com/TheWire/winter-storm-lexi-snow-weather-east/2016/02/05/id/712925/,storm,Shooting,,,Winter storm,2016-02-07,"1,846"
Collect_yTK,714,yTK,#Lexi,http://www.newsmax.com/TheWire/winter-storm-lexi-snow-weather-east/2016/02/05/id/712925/,storm,Shooting,,,,2016-02-07,"205,391"
Collect_yTK,715,yTK,power outage,power outage,Shooting,Shooting,,,Power outage,2016-02-29,"2,304,733"
Collect_yTK,716,yTK,AlphaGo,http://www.nytimes.com/2016/03/10/world/asia/google-alphago-lee-se-dol.html?ref=technology&_r=0,Shooting,Shooting,,,Alpha Alpha,2016-03-09,"568,256"
Collect_yTK,717,yTK,DeepMind,http://www.nytimes.com/2016/03/10/world/asia/google-alphago-lee-se-dol.html?ref=technology&_r=0,Shooting,Shooting,,,Deep Mind,2016-03-09,"625,304"
Collect_yTK,718,yTK,#Karadzic,Karadzic jailed for Bosnian Srebrenica genocide,Community,Shooting,,,Karad,2016-03-24,"23,523"
Collect_yTK,719,yTK,Tappan Zee Bridge Replacement,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Tappan Zee Bridge Replacement,2016-04-13,"5,090"
Collect_yTK,720,yTK,New Tappan Zee Bridge,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Bridge tap,2016-04-13,"73,188"
Collect_yTK,721,yTK,Tappan Zee Bridge & Transit,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Bridge tap,2016-04-13,"2,381"
Collect_yTK,722,yTK,Elizabeth River Tunnels,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Elizabeth River Tunnel,2016-04-13,"1,965"
Collect_yTK,723,yTK,ERT,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Erte,2016-04-13,"1,594,033"
Collect_yTK,724,yTK,Elizabeth River Crossing,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Elizabeth River Crossings,2016-04-13,706
Collect_yTK,725,yTK,ERC,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,ERC,2016-04-13,"3,863,595"
Collect_yTK,726,yTK,Midtown Tunnel lawsuit,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Midtown Tunnel,2016-04-13,0
Collect_yTK,727,yTK,East End Crossing,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Cross End,2016-04-13,"9,745"
Collect_yTK,728,yTK,Downtown Crossing,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Downtown Crossing,2016-04-13,"211,795"
Collect_yTK,729,yTK,PPP,"Behshad Ghadimi, Department of Civil and Environmental Engineering",,,,,PPP,2016-04-13,"3,387,482"
Collect_yTK,730,yTK,Public-Private Partnership,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Public–private partnership,2016-04-13,"678,933"
Collect_yTK,731,yTK,P3,"Behshad Ghadimi, Department of Civil and Environmental Engineering",,,,,P3,2016-04-13,"2,985,778"
Collect_yTK,732,yTK,triple P,"Behshad Ghadimi, Department of Civil and Environmental Engineering",Shooting,Shooting,,,Triple P,2016-04-13,"1,073,279"
Collect_yTK,733,yTK,Equador earthquake,http://www.cnn.com/2016/04/17/americas/ecuador-deadly-earthquake/,Earthquake,Shooting,,,E. S. Quade,2016-04-17,"4,182"
Collect_yTK,734,yTK,College,education,Shooting,Shooting,,,College,2016-04-25,"5,117,487"
Collect_yTK,735,yTK,University,education,Shooting,Shooting,,,,2016-04-25,"4,062,472"
Collect_yTK,736,yTK,School,education,Shooting,Shooting,,,Schools for Schools,2016-04-25,"4,191,075"
Collect_yTK,737,yTK,WMATA,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,,2016-06-03,"1,079,667"
Collect_yTK,738,yTK,hafiz,Hafiz Program,,,,,Hafiz,2016-06-03,"3,376,177"
Collect_yTK,739,yTK,SafeTrack,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Safed,2016-06-03,"176,417"
Collect_yTK,740,yTK,Saudi youth,Hafiz Program,Shooting,Shooting,,,Youth in Saudi Arabia,2016-06-03,"223,909"
Collect_yTK,741,yTK,Saudi youth employment,Hafiz Program,Shooting,Shooting,,,Youth Employment Network,2016-06-03,764
Collect_yTK,742,yTK,Saudi youth jobs,Hafiz Program,Shooting,Shooting,,,Youth Fight for Jobs,2016-06-03,"3,520"
Collect_yTK,743,yTK,حافز,Hafiz Program,,,,,,2016-06-03,"454,383"
Collect_yTK,744,yTK,برنامج حافز,Hafiz Program,,,,,,2016-06-03,"216,454"
Collect_yTK,745,yTK,طاقات,Hafiz Program,,,,,,2016-06-03,"426,260"
Collect_yTK,746,yTK,#CarryTheLoad,Veterans,Veterans,Shooting,,,Load-Carrying Equipment,2016-06-03,"51,989"
Collect_yTK,747,yTK,#DefendTheGIBill,Veterans,,,,,GI Bill,2016-06-03,"51,491"
Collect_yTK,748,yTK,#GoSilent,Veterans,Veterans,Shooting,,,The Silent Stars Go By,2016-06-03,"33,625"
Collect_yTK,749,yTK,#GratefulNation,Veterans,Veterans,Shooting,,,Thanks of a Grateful Nation,2016-06-03,"38,103"
Collect_yTK,750,yTK,#HappyMemorialDay,Veterans,Veterans,Shooting,,,Happy Memories,2016-06-03,"50,207"
Collect_yTK,751,yTK,#Heroes,Veterans,,,,,"Hero, Hero",2016-06-03,"1,302,450"
Collect_yTK,752,yTK,#HonorThem,Veterans,Veterans,Shooting,,,Them,2016-06-03,"397,149"
Collect_yTK,753,yTK,#MemorialDayWeekend,Veterans,Veterans,Shooting,,,Seven Day Weekend,2016-06-03,"195,698"
Collect_yTK,754,yTK,#MemorialMarch,Veterans,Veterans,Shooting,,,Memories in March,2016-06-03,"1,793"
Collect_yTK,755,yTK,#NeverForget,Veterans,,,,,Never Forget,2016-06-03,"2,967,545"
Collect_yTK,756,yTK,#RemembertheFallen,Veterans,Veterans,Shooting,,,Remember Remember,2016-06-03,"139,198"
Collect_yTK,757,yTK,#RollingThunder,Veterans,,,,,Rolling thunder,2016-06-03,"70,606"
Collect_yTK,758,yTK,#VetTogether,Veterans,Veterans,Shooting,,,Vet,2016-06-03,"11,300"
Collect_yTK,759,yTK,#Veterans,Veterans,Veterans,War,,,Veteran,2016-06-03,"1,744,326"
Collect_yTK,760,yTK,#Vets,Veterans,Veterans,Shooting,,,Vet,2016-06-03,"774,476"
Collect_yTK,761,yTK,#Vetsrising,Veterans,,,,,Vet,2016-06-03,"86,656"
Collect_yTK,762,yTK,#honorthefallen,Veterans,Veterans,Shooting,,,Fallen,2016-06-03,"300,784"
Collect_yTK,763,yTK,#memorialday,Veterans,,,,,Memorial Day,2016-06-03,"413,296"
Collect_yTK,764,yTK,#military,Veterans,Veterans,Shooting,,,Ceroplesis militaris militaris,2016-06-03,"933,344"
Collect_yTK,765,yTK,#ptsdchat,Veterans,,,,,PTSD,2016-06-03,"310,379"
Collect_yTK,766,yTK,#theunknowns,Veterans,,,,,Unknown unknown,2016-06-03,"2,715"
Collect_yTK,767,yTK,#trauma,Veterans,,,,,Trauma,2016-06-03,"1,073,599"
Collect_yTK,768,yTK,@ArlingtonNatl,Veterans,Veterans,Shooting,,,Atl,2016-06-03,"562,364"
Collect_yTK,769,yTK,@DeptVetAffairs,Veterans,Veterans,Shooting,,,Dept. of Internal Affairs,2016-06-03,"1,209,256"
Collect_yTK,770,yTK,@HireHeroesUSA,Veterans,Veterans,Shooting,,,Hero for Hire,2016-06-03,"123,574"
Collect_yTK,771,yTK,@Hooves4Heroes,Veterans,Veterans,Shooting,,,Hooves,2016-06-03,"21,983"
Collect_yTK,772,yTK,@Hope4Warriors,Veterans,Veterans,Shooting,,,Hope For The Warriors,2016-06-03,"73,219"
Collect_yTK,773,yTK,@OperationPTSD,Veterans,Veterans,Shooting,,,PTSD,2016-06-03,"3,068"
Collect_yTK,774,yTK,@PTSDEducation,Veterans,,,,,PTSD,2016-06-03,"41,483"
Collect_yTK,775,yTK,@PTSDinfo,Veterans,,,,,PTSD,2016-06-03,"2,120"
Collect_yTK,776,yTK,@TheUnknownsMov,Veterans,Veterans,Shooting,,,Ov,2016-06-03,"3,039"
Collect_yTK,777,yTK,@USArmy,Veterans,Veterans,Shooting,,,,2016-06-03,"1,905,015"
Collect_yTK,778,yTK,@VAVetBenefits,Veterans,,,,,Vav,2016-06-03,"410,389"
Collect_yTK,779,yTK,@VA_PTSD_Info,Veterans,,,,,PTSD,2016-06-03,"52,577"
Collect_yTK,780,yTK,@VetAffairsOIG,Veterans,Veterans,Shooting,,,"Ig, Ig",2016-06-03,"29,110"
Collect_yTK,781,yTK,@ahjaslow,Veterans,,,,,HJS,2016-06-03,874
Collect_yTK,782,yTK,@iava,Veterans,,,,,,2016-06-03,"761,512"
Collect_yTK,783,yTK,Veterans,Veterans,Veterans,Shooting,,,Veteran,2016-06-03,"3,549,773"
Collect_yTK,784,yTK,ptsdinfo,Veterans,,,,,PTSD,2016-06-03,"10,534"
Collect_yTK,785,yTK,SafeTrack,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Safed,2016-06-03,"170,939"
Collect_yTK,786,yTK,Surge,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Surge,2016-06-03,"3,468,949"
Collect_yTK,787,yTK,Safety,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Safety,2016-06-03,"3,883,316"
Collect_yTK,788,yTK,Metro,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,METRO,2016-06-03,"3,569,552"
Collect_yTK,789,yTK,Metrorail,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,METRORail,2016-06-03,"548,357"
Collect_yTK,790,yTK,Train,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Train-Train,2016-06-03,"3,540,370"
Collect_yTK,791,yTK,Transit,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Transit Transit,2016-06-03,"3,104,793"
Collect_yTK,792,yTK,Bus,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,A Bus for a Bus on the Bus,2016-06-03,"3,406,557"
Collect_yTK,793,yTK,shuttle,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Shuttle,2016-06-03,"2,566,451"
Collect_yTK,794,yTK,Congestion,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Congestion,2016-06-03,"1,899,688"
Collect_yTK,795,yTK,Traffic,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Traffic (Traffic album),2016-06-03,"2,293,699"
Collect_yTK,796,yTK,Crowd,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Crowd,2016-06-03,"3,495,070"
Collect_yTK,797,yTK,Delay,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Delay,2016-06-03,"2,475,990"
Collect_yTK,798,yTK,outage,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Outage,2016-06-03,"2,307,135"
Collect_yTK,799,yTK,Fairfax Connector,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Fairfax Connector,2016-06-03,"6,124"
Collect_yTK,800,yTK,Arlington Transit,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Arlington Transit,2016-06-03,"20,194"
Collect_yTK,801,yTK,ART,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Art for art,2016-06-03,"2,103,408"
Collect_yTK,802,yTK,Single tracking,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Single track,2016-06-03,"452,854"
Collect_yTK,803,yTK,Shutdown,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Shutdown,2016-06-03,"2,421,580"
Collect_yTK,804,yTK,Closure,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,Closure (Closure album),2016-06-03,"2,216,836"
Collect_yTK,805,yTK,Telework,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Tele Tele,2016-06-03,"284,653"
Collect_yTK,806,yTK,Telecommute,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Telecommuting,2016-06-03,"264,323"
Collect_yTK,807,yTK,Work from home,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Work From Home,2016-06-03,"2,127,273"
Collect_yTK,808,yTK,Walk,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Walk the Walk,2016-06-03,"2,924,447"
Collect_yTK,809,yTK,Bike,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Bikes,2016-06-03,"2,690,033"
Collect_yTK,810,yTK,Drive,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",,,,,,2016-06-03,"2,501,004"
Collect_yTK,811,yTK,Slug,"WMATA SafeTrack by Dr. Pamela Murray-Tuite, http://www.wmata.com/rail/safetrack.cfm",Shooting,Shooting,,,Slugging,2016-06-03,"2,299,201"
